dropout_value,best_val_accuracy,best_val_loss,final_val_accuracy,final_val_loss
0.1,0.7762695775984813,0.5780616531889122,0.775984812529663,0.5903237641575825
0.2,0.7794969150450878,0.583404563995729,0.7794969150450878,0.6114550979740648
0.3,0.7790223065970574,0.5804150998592377,0.7773137161841481,0.5892623662948608
0.4,0.7812055054579972,0.5855762936982764,0.7710488846701471,0.6008606915732464
0.5,0.7750355956336022,0.5981507261833513,0.7689606074988135,0.6200520999460335
0.6,0.7722828666350261,0.6112486167126391,0.7666824869482677,0.6281689286950123
0.7,0.7586141433317513,0.6253681890217655,0.7574750830564784,0.6284538378198463
